time,yaw,pitch,roll,acc x,acc y,acc z
2019-06-26 15:35:49.874467,129.94,-78.51,-0.89,-4126,-68,-831
2019-06-26 15:35:49.894469,129.94,-78.51,-0.89,-4125,-66,-826
2019-06-26 15:35:49.914474,129.93,-78.51,-0.90,-4131,-69,-831
2019-06-26 15:35:49.931478,129.93,-78.51,-0.90,-4124,-78,-830
2019-06-26 15:35:49.952483,129.93,-78.51,-0.90,-4123,-77,-828
2019-06-26 15:35:49.972487,129.93,-78.51,-0.90,-4133,-70,-840
2019-06-26 15:35:49.993492,129.93,-78.51,-0.90,-4130,-60,-839
2019-06-26 15:35:50.013498,129.93,-78.51,-0.90,-4125,-59,-823
2019-06-26 15:35:50.033502,129.93,-78.51,-0.90,-4121,-63,-843
2019-06-26 15:35:50.054506,129.94,-78.51,-0.89,-4123,-59,-843
2019-06-26 15:35:50.074510,129.94,-78.51,-0.89,-4123,-62,-839
2019-06-26 15:35:50.094514,129.94,-78.51,-0.89,-4124,-60,-841
2019-06-26 15:35:50.111520,129.94,-78.51,-0.89,-4122,-64,-842
2019-06-26 15:35:50.132524,129.93,-78.51,-0.89,-4123,-65,-829
2019-06-26 15:35:50.152529,129.94,-78.51,-0.89,-4122,-73,-834
2019-06-26 15:35:50.173533,129.94,-78.51,-0.89,-4121,-64,-836
2019-06-26 15:35:50.193538,129.94,-78.51,-0.89,-4124,-61,-833
2019-06-26 15:35:50.213541,129.94,-78.51,-0.89,-4115,-64,-831
2019-06-26 15:35:50.234547,129.94,-78.51,-0.89,-4121,-56,-821
2019-06-26 15:35:50.254551,129.93,-78.51,-0.89,-4125,-51,-834
2019-06-26 15:35:50.274555,129.93,-78.51,-0.89,-4118,-61,-832
2019-06-26 15:35:50.292559,129.95,-78.50,-0.89,-4122,-74,-836
2019-06-26 15:35:50.312564,129.95,-78.50,-0.89,-4115,-71,-843
2019-06-26 15:35:50.332569,129.95,-78.50,-0.89,-4122,-67,-843
2019-06-26 15:35:50.353574,129.95,-78.50,-0.89,-4119,-66,-854
2019-06-26 15:35:50.373577,129.96,-78.50,-0.88,-4122,-57,-845
2019-06-26 15:35:50.394582,129.96,-78.50,-0.88,-4120,-61,-829
2019-06-26 15:35:50.414587,129.95,-78.50,-0.89,-4115,-69,-831
2019-06-26 15:35:50.434592,129.96,-78.50,-0.88,-4117,-71,-834
2019-06-26 15:35:50.451595,129.97,-78.50,-0.89,-4129,-63,-833
2019-06-26 15:35:50.472600,129.96,-78.50,-0.88,-4120,-54,-834
2019-06-26 15:35:50.492604,129.96,-78.50,-0.88,-4119,-54,-850
2019-06-26 15:35:50.513610,129.96,-78.50,-0.88,-4119,-62,-828
2019-06-26 15:35:50.533615,129.96,-78.50,-0.88,-4119,-68,-818
2019-06-26 15:35:50.553618,129.95,-78.51,-0.88,-4122,-65,-827
2019-06-26 15:35:50.574623,129.95,-78.50,-0.88,-4124,-70,-813
2019-06-26 15:35:50.594627,129.92,-78.51,-0.88,-4118,-72,-822
2019-06-26 15:35:50.614632,129.95,-78.50,-0.88,-4114,-67,-838
2019-06-26 15:35:50.631636,129.92,-78.51,-0.88,-4126,-67,-829
2019-06-26 15:35:50.652642,129.95,-78.50,-0.88,-4124,-66,-835
2019-06-26 15:35:50.672645,129.91,-78.51,-0.88,-4134,-70,-822
2019-06-26 15:35:50.693650,129.91,-78.51,-0.88,-4132,-66,-827
2019-06-26 15:35:50.713654,129.91,-78.51,-0.88,-4139,-65,-832
2019-06-26 15:35:50.734661,129.91,-78.51,-0.88,-4132,-66,-833
2019-06-26 15:35:50.754664,129.91,-78.51,-0.88,-4133,-56,-832
2019-06-26 15:35:50.774668,129.91,-78.51,-0.88,-4126,-64,-821
2019-06-26 15:35:50.795673,129.91,-78.51,-0.88,-4134,-58,-823
2019-06-26 15:35:50.812677,129.91,-78.51,-0.88,-4122,-57,-827
2019-06-26 15:35:50.833683,129.91,-78.51,-0.88,-4116,-59,-832
2019-06-26 15:35:50.852685,129.92,-78.51,-0.88,-4119,-69,-841
2019-06-26 15:35:50.873690,129.92,-78.50,-0.88,-4120,-70,-838
2019-06-26 15:35:50.893695,129.92,-78.50,-0.88,-4124,-64,-836
2019-06-26 15:35:50.914700,129.92,-78.50,-0.88,-4126,-64,-837
2019-06-26 15:35:50.934704,129.92,-78.50,-0.88,-4117,-70,-830
2019-06-26 15:35:50.954708,129.91,-78.51,-0.88,-4121,-65,-829
2019-06-26 15:35:50.971714,129.94,-78.51,-0.89,-4133,-67,-839
2019-06-26 15:35:50.992718,129.94,-78.50,-0.89,-4134,-63,-846
2019-06-26 15:35:51.012723,129.92,-78.51,-0.88,-4123,-65,-838
2019-06-26 15:35:51.033727,129.94,-78.51,-0.89,-4124,-71,-836
2019-06-26 15:35:51.053731,129.92,-78.51,-0.88,-4138,-65,-832
2019-06-26 15:35:51.073736,129.91,-78.51,-0.88,-4130,-70,-813
2019-06-26 15:35:51.094740,129.91,-78.51,-0.88,-4126,-70,-826
2019-06-26 15:35:51.114744,129.92,-78.51,-0.88,-4127,-58,-842
2019-06-26 15:35:51.134749,129.92,-78.50,-0.88,-4125,-53,-855
2019-06-26 15:35:51.152754,129.92,-78.51,-0.88,-4122,-61,-848
2019-06-26 15:35:51.172758,129.92,-78.51,-0.88,-4134,-66,-836
2019-06-26 15:35:51.192762,129.94,-78.50,-0.89,-4135,-71,-841
2019-06-26 15:35:51.213767,129.93,-78.50,-0.89,-4135,-68,-850
2019-06-26 15:35:51.233771,129.96,-78.50,-0.89,-4131,-65,-849
2019-06-26 15:35:51.253776,129.96,-78.50,-0.89,-4133,-65,-847
2019-06-26 15:35:51.274780,129.96,-78.50,-0.89,-4127,-70,-836
2019-06-26 15:35:51.294785,129.96,-78.50,-0.89,-4126,-62,-840
2019-06-26 15:35:51.315790,129.96,-78.50,-0.89,-4124,-66,-837
2019-06-26 15:35:51.332795,129.96,-78.50,-0.89,-4126,-66,-840
2019-06-26 15:35:51.352800,129.96,-78.50,-0.89,-4130,-68,-832
2019-06-26 15:35:51.373803,129.94,-78.50,-0.89,-4131,-65,-822
2019-06-26 15:35:51.393808,129.94,-78.50,-0.89,-4130,-62,-809
2019-06-26 15:35:51.413812,129.94,-78.50,-0.89,-4124,-66,-816
2019-06-26 15:35:51.434817,129.94,-78.51,-0.89,-4127,-67,-832
2019-06-26 15:35:51.454821,129.94,-78.51,-0.89,-4130,-67,-834
2019-06-26 15:35:51.474826,129.94,-78.51,-0.89,-4128,-58,-840
2019-06-26 15:35:51.491829,129.94,-78.51,-0.89,-4130,-61,-831
2019-06-26 15:35:51.512835,129.94,-78.51,-0.89,-4132,-58,-829
2019-06-26 15:35:51.532839,129.90,-78.51,-0.88,-4139,-60,-814
2019-06-26 15:35:51.553843,129.90,-78.52,-0.88,-4131,-63,-820
2019-06-26 15:35:51.573848,129.90,-78.52,-0.88,-4133,-67,-826
2019-06-26 15:35:51.593852,129.90,-78.51,-0.88,-4122,-70,-845
2019-06-26 15:35:51.614857,129.90,-78.51,-0.88,-4124,-63,-847
2019-06-26 15:35:51.634862,129.90,-78.51,-0.88,-4126,-62,-839
2019-06-26 15:35:51.655867,129.90,-78.51,-0.88,-4126,-63,-833
2019-06-26 15:35:51.672870,129.89,-78.51,-0.89,-4131,-71,-836
2019-06-26 15:35:51.692875,129.89,-78.51,-0.89,-4129,-77,-850
2019-06-26 15:35:51.713880,129.91,-78.51,-0.89,-4127,-62,-838
2019-06-26 15:35:51.733885,129.91,-78.51,-0.89,-4135,-65,-848
2019-06-26 15:35:51.753889,129.91,-78.51,-0.89,-4131,-65,-840
2019-06-26 15:35:51.773894,129.91,-78.51,-0.89,-4130,-71,-843
2019-06-26 15:35:51.794898,129.91,-78.51,-0.89,-4127,-75,-835
2019-06-26 15:35:51.814903,129.91,-78.50,-0.89,-4132,-69,-848
2019-06-26 15:35:51.834909,129.91,-78.51,-0.89,-4132,-66,-840
2019-06-26 15:35:51.852911,129.91,-78.50,-0.89,-4132,-61,-844
2019-06-26 15:35:51.872917,129.91,-78.50,-0.89,-4137,-62,-840
2019-06-26 15:35:51.892920,129.91,-78.50,-0.89,-4129,-63,-854
2019-06-26 15:35:51.913925,129.94,-78.50,-0.89,-4137,-69,-844
2019-06-26 15:35:51.933930,129.94,-78.50,-0.89,-4129,-74,-844
2019-06-26 15:35:51.954934,129.94,-78.50,-0.89,-4129,-73,-838
2019-06-26 15:35:51.974938,129.95,-78.50,-0.89,-4134,-73,-838
2019-06-26 15:35:51.994943,129.93,-78.50,-0.89,-4131,-63,-834
2019-06-26 15:35:52.012947,129.94,-78.50,-0.89,-4126,-59,-841
2019-06-26 15:35:52.032953,129.94,-78.50,-0.89,-4133,-53,-839
2019-06-26 15:35:52.052956,129.95,-78.50,-0.88,-4135,-51,-853
2019-06-26 15:35:52.073961,129.95,-78.50,-0.88,-4130,-56,-844
2019-06-26 15:35:52.093965,129.93,-78.49,-0.89,-4134,-60,-841
2019-06-26 15:35:52.114972,129.93,-78.49,-0.89,-4129,-72,-849
2019-06-26 15:35:52.134975,129.93,-78.49,-0.89,-4128,-70,-846
2019-06-26 15:35:52.154978,129.96,-78.49,-0.89,-4126,-68,-845
2019-06-26 15:35:52.174983,129.94,-78.49,-0.88,-4134,-61,-848
2019-06-26 15:35:52.192989,129.94,-78.49,-0.88,-4129,-63,-846
2019-06-26 15:35:52.212994,129.97,-78.49,-0.88,-4131,-57,-846
2019-06-26 15:35:52.232996,129.95,-78.49,-0.88,-4130,-60,-844
2019-06-26 15:35:52.254001,129.95,-78.49,-0.88,-4138,-60,-838
2019-06-26 15:35:52.274006,129.94,-78.49,-0.88,-4136,-60,-835
2019-06-26 15:35:52.295012,129.92,-78.50,-0.88,-4133,-66,-813
2019-06-26 15:35:52.315015,129.92,-78.50,-0.88,-4140,-67,-832
2019-06-26 15:35:52.335019,129.92,-78.50,-0.88,-4143,-73,-844
2019-06-26 15:35:52.355024,129.92,-78.49,-0.88,-4141,-74,-848
2019-06-26 15:35:52.373028,129.92,-78.49,-0.88,-4130,-73,-844
2019-06-26 15:35:52.393032,129.92,-78.49,-0.88,-4140,-69,-847
2019-06-26 15:35:52.413037,129.93,-78.49,-0.89,-4136,-68,-837
2019-06-26 15:35:52.434042,129.91,-78.49,-0.89,-4133,-64,-837
2019-06-26 15:35:52.454046,129.91,-78.50,-0.89,-4124,-68,-827
2019-06-26 15:35:52.475051,129.91,-78.49,-0.89,-4117,-63,-829
2019-06-26 15:35:52.495055,129.92,-78.49,-0.88,-4121,-74,-839
2019-06-26 15:35:52.515060,129.91,-78.50,-0.89,-4119,-71,-835
2019-06-26 15:35:52.532064,129.91,-78.50,-0.89,-4121,-61,-822
2019-06-26 15:35:52.553069,129.91,-78.50,-0.89,-4123,-60,-819
2019-06-26 15:35:52.573073,129.92,-78.50,-0.88,-4124,-60,-837
2019-06-26 15:35:52.594078,129.91,-78.50,-0.89,-4117,-64,-837
2019-06-26 15:35:52.614083,129.92,-78.50,-0.88,-4117,-65,-842
2019-06-26 15:35:52.635087,129.92,-78.50,-0.88,-4117,-64,-829
2019-06-26 15:35:52.655092,129.91,-78.50,-0.89,-4118,-68,-831
2019-06-26 15:35:52.675096,129.92,-78.50,-0.88,-4120,-61,-822
2019-06-26 15:35:52.695100,129.92,-78.50,-0.88,-4125,-63,-824
2019-06-26 15:35:52.713105,129.92,-78.50,-0.88,-4136,-53,-834
2019-06-26 15:35:52.733111,129.90,-78.50,-0.88,-4130,-53,-829
2019-06-26 15:35:52.753114,129.92,-78.50,-0.88,-4127,-62,-836
2019-06-26 15:35:52.774119,129.92,-78.50,-0.88,-4126,-59,-843
2019-06-26 15:35:52.794122,129.90,-78.50,-0.88,-4124,-54,-819
2019-06-26 15:35:52.814127,129.91,-78.50,-0.88,-4120,-62,-838
2019-06-26 15:35:52.835132,129.91,-78.50,-0.88,-4123,-68,-843
2019-06-26 15:35:52.855136,129.92,-78.50,-0.88,-4129,-69,-832
2019-06-26 15:35:52.876141,129.92,-78.50,-0.88,-4121,-66,-833
2019-06-26 15:35:52.893147,129.92,-78.50,-0.88,-4119,-70,-829
2019-06-26 15:35:52.913149,129.92,-78.50,-0.88,-4120,-66,-822
2019-06-26 15:35:52.934155,129.90,-78.50,-0.88,-4123,-66,-829
2019-06-26 15:35:52.954159,129.92,-78.50,-0.88,-4128,-68,-835
2019-06-26 15:35:52.975164,129.92,-78.50,-0.88,-4127,-70,-847
2019-06-26 15:35:52.995168,129.92,-78.50,-0.88,-4125,-65,-839
2019-06-26 15:35:53.015172,129.92,-78.50,-0.88,-4124,-58,-831
2019-06-26 15:35:53.035177,129.92,-78.50,-0.88,-4132,-66,-840
2019-06-26 15:35:53.052181,129.92,-78.50,-0.88,-4135,-59,-825
2019-06-26 15:35:53.073186,129.90,-78.50,-0.88,-4136,-60,-820
2019-06-26 15:35:53.093190,129.90,-78.50,-0.88,-4137,-66,-832
2019-06-26 15:35:53.114196,129.92,-78.50,-0.88,-4137,-68,-834
2019-06-26 15:35:53.134201,129.92,-78.50,-0.88,-4118,-69,-843
2019-06-26 15:35:53.154204,129.92,-78.50,-0.88,-4127,-70,-839
2019-06-26 15:35:53.175208,129.92,-78.50,-0.88,-4125,-62,-824
2019-06-26 15:35:53.195214,129.92,-78.50,-0.88,-4119,-55,-828
2019-06-26 15:35:53.215218,129.92,-78.50,-0.88,-4118,-74,-823
2019-06-26 15:35:53.233222,129.89,-78.50,-0.89,-4124,-73,-824
2019-06-26 15:35:53.253226,129.89,-78.51,-0.89,-4119,-66,-822
2019-06-26 15:35:53.274233,129.89,-78.51,-0.89,-4125,-71,-821
2019-06-26 15:35:53.294236,129.89,-78.51,-0.89,-4121,-68,-828
2019-06-26 15:35:53.314240,129.89,-78.51,-0.89,-4120,-57,-829
2019-06-26 15:35:53.334245,129.89,-78.51,-0.89,-4111,-62,-829
2019-06-26 15:35:53.355249,129.89,-78.51,-0.89,-4113,-63,-832
2019-06-26 15:35:53.375253,129.89,-78.51,-0.89,-4119,-61,-832
2019-06-26 15:35:53.396258,129.89,-78.51,-0.89,-4120,-65,-824
2019-06-26 15:35:53.413263,129.87,-78.51,-0.89,-4116,-57,-827
2019-06-26 15:35:53.433267,129.87,-78.52,-0.89,-4126,-63,-829
2019-06-26 15:35:53.454272,129.85,-78.52,-0.88,-4124,-65,-820
2019-06-26 15:35:53.474276,129.86,-78.52,-0.89,-4124,-76,-828
2019-06-26 15:35:53.494280,129.85,-78.52,-0.88,-4132,-73,-829
2019-06-26 15:35:53.515285,129.85,-78.52,-0.89,-4133,-68,-832
2019-06-26 15:35:53.535289,129.85,-78.52,-0.89,-4127,-62,-837
2019-06-26 15:35:53.555294,129.85,-78.52,-0.89,-4131,-59,-825
2019-06-26 15:35:53.573299,129.85,-78.52,-0.89,-4126,-60,-827
2019-06-26 15:35:53.593303,129.85,-78.52,-0.89,-4130,-65,-833
2019-06-26 15:35:53.614308,129.85,-78.52,-0.89,-4129,-66,-841
2019-06-26 15:35:53.634313,129.85,-78.52,-0.89,-4128,-59,-828
2019-06-26 15:35:53.654317,129.85,-78.52,-0.89,-4124,-61,-841
2019-06-26 15:35:53.674321,129.85,-78.52,-0.89,-4120,-62,-840
2019-06-26 15:35:53.695326,129.85,-78.52,-0.89,-4122,-61,-831
2019-06-26 15:35:53.715330,129.85,-78.52,-0.89,-4126,-68,-816
2019-06-26 15:35:53.736336,129.85,-78.52,-0.89,-4119,-62,-832
2019-06-26 15:35:53.753340,129.85,-78.52,-0.89,-4125,-59,-841
2019-06-26 15:35:53.773343,129.85,-78.52,-0.89,-4118,-56,-837
2019-06-26 15:35:53.794349,129.84,-78.52,-0.88,-4129,-54,-849
2019-06-26 15:35:53.814352,129.84,-78.52,-0.88,-4136,-57,-844
2019-06-26 15:35:53.835358,129.85,-78.52,-0.88,-4133,-60,-831
2019-06-26 15:35:53.854361,129.85,-78.52,-0.89,-4140,-64,-835
2019-06-26 15:35:53.875366,129.85,-78.52,-0.88,-4144,-61,-837
2019-06-26 15:35:53.895371,129.85,-78.52,-0.89,-4139,-61,-836
2019-06-26 15:35:53.913375,129.85,-78.52,-0.89,-4132,-67,-839
2019-06-26 15:35:53.933380,129.85,-78.52,-0.89,-4143,-62,-833
2019-06-26 15:35:53.953384,129.85,-78.52,-0.89,-4143,-62,-827
2019-06-26 15:35:53.974388,129.82,-78.52,-0.89,-4140,-70,-827
2019-06-26 15:35:53.994393,129.82,-78.52,-0.89,-4138,-66,-837
2019-06-26 15:35:54.014398,129.82,-78.52,-0.89,-4127,-55,-832
2019-06-26 15:35:54.035403,129.82,-78.52,-0.89,-4126,-56,-844
2019-06-26 15:35:54.055407,129.85,-78.52,-0.89,-4128,-56,-847
2019-06-26 15:35:54.076412,129.85,-78.52,-0.88,-4132,-58,-844
2019-06-26 15:35:54.093417,129.85,-78.52,-0.88,-4131,-70,-847
2019-06-26 15:35:54.113421,129.85,-78.52,-0.88,-4127,-65,-842
2019-06-26 15:35:54.133424,129.85,-78.52,-0.89,-4124,-67,-847
2019-06-26 15:35:54.154429,129.84,-78.51,-0.88,-4121,-65,-843
2019-06-26 15:35:54.174434,129.84,-78.51,-0.88,-4130,-64,-839
2019-06-26 15:35:54.194438,129.83,-78.52,-0.88,-4129,-69,-823
2019-06-26 15:35:54.215443,129.83,-78.52,-0.88,-4127,-67,-828
2019-06-26 15:35:54.235447,129.84,-78.52,-0.88,-4131,-66,-823
2019-06-26 15:35:54.256452,129.84,-78.52,-0.88,-4135,-65,-826
2019-06-26 15:35:54.273456,129.84,-78.52,-0.88,-4130,-64,-823
2019-06-26 15:35:54.293460,129.84,-78.52,-0.88,-4128,-69,-823
2019-06-26 15:35:54.313466,129.81,-78.53,-0.88,-4138,-73,-815
2019-06-26 15:35:54.334470,129.81,-78.53,-0.88,-4132,-72,-826
2019-06-26 15:35:54.354474,129.81,-78.53,-0.88,-4133,-69,-836
2019-06-26 15:35:54.375479,129.81,-78.52,-0.88,-4134,-66,-854
2019-06-26 15:35:54.395484,129.83,-78.52,-0.88,-4128,-67,-853
2019-06-26 15:35:54.416488,129.83,-78.52,-0.88,-4134,-63,-860
2019-06-26 15:35:54.432493,129.83,-78.52,-0.88,-4132,-66,-834
2019-06-26 15:35:54.453497,129.81,-78.52,-0.88,-4137,-62,-838
2019-06-26 15:35:54.473501,129.83,-78.52,-0.88,-4133,-61,-842
2019-06-26 15:35:54.493505,129.83,-78.52,-0.88,-4132,-63,-839
2019-06-26 15:35:54.514510,129.83,-78.52,-0.88,-4131,-66,-831
2019-06-26 15:35:54.534515,129.83,-78.52,-0.88,-4121,-60,-838
2019-06-26 15:35:54.555520,129.83,-78.52,-0.88,-4136,-60,-849
2019-06-26 15:35:54.575523,129.81,-78.52,-0.88,-4131,-72,-836
2019-06-26 15:35:54.595529,129.81,-78.53,-0.88,-4121,-65,-828
2019-06-26 15:35:54.612532,129.81,-78.52,-0.88,-4126,-66,-841
2019-06-26 15:35:54.633539,129.83,-78.52,-0.88,-4122,-61,-838
2019-06-26 15:35:54.653542,129.83,-78.52,-0.88,-4123,-64,-837
2019-06-26 15:35:54.674546,129.81,-78.52,-0.88,-4130,-73,-829
2019-06-26 15:35:54.694551,129.80,-78.52,-0.89,-4135,-70,-832
2019-06-26 15:35:54.715556,129.80,-78.52,-0.89,-4130,-72,-829
2019-06-26 15:35:54.735560,129.81,-78.53,-0.89,-4127,-78,-824
2019-06-26 15:35:54.755564,129.79,-78.53,-0.89,-4121,-71,-817
2019-06-26 15:35:54.775569,129.81,-78.53,-0.89,-4125,-71,-822
2019-06-26 15:35:54.793574,129.81,-78.53,-0.89,-4128,-74,-830
2019-06-26 15:35:54.813578,129.79,-78.53,-0.89,-4129,-73,-832
2019-06-26 15:35:54.834584,129.79,-78.53,-0.89,-4123,-67,-809
2019-06-26 15:35:54.854587,129.79,-78.54,-0.89,-4130,-73,-819
2019-06-26 15:35:54.874591,129.79,-78.53,-0.89,-4133,-60,-835
2019-06-26 15:35:54.895597,129.79,-78.53,-0.89,-4127,-64,-831
2019-06-26 15:35:54.915600,129.79,-78.54,-0.89,-4129,-62,-833
2019-06-26 15:35:54.935604,129.79,-78.53,-0.89,-4114,-66,-837
2019-06-26 15:35:54.952609,129.79,-78.53,-0.89,-4123,-61,-836
2019-06-26 15:35:54.973614,129.79,-78.53,-0.89,-4117,-70,-838
2019-06-26 15:35:54.993618,129.79,-78.53,-0.89,-4117,-69,-842
2019-06-26 15:35:55.014623,129.79,-78.53,-0.89,-4125,-62,-840
2019-06-26 15:35:55.034628,129.81,-78.53,-0.89,-4120,-68,-837
2019-06-26 15:35:55.055632,129.80,-78.53,-0.89,-4122,-69,-838
2019-06-26 15:35:55.075637,129.80,-78.53,-0.89,-4116,-67,-846
2019-06-26 15:35:55.095641,129.81,-78.53,-0.89,-4115,-72,-828
2019-06-26 15:35:55.115646,129.81,-78.53,-0.90,-4116,-67,-838
2019-06-26 15:35:55.132651,129.81,-78.53,-0.89,-4114,-64,-838
2019-06-26 15:35:55.153655,129.81,-78.53,-0.89,-4124,-66,-844
2019-06-26 15:35:55.173659,129.80,-78.53,-0.89,-4128,-68,-843
2019-06-26 15:35:55.194664,129.79,-78.53,-0.89,-4123,-67,-834
2019-06-26 15:35:55.214668,129.79,-78.53,-0.89,-4124,-58,-828
2019-06-26 15:35:55.235673,129.79,-78.53,-0.89,-4123,-63,-815
2019-06-26 15:35:55.255678,129.79,-78.53,-0.89,-4121,-59,-822
2019-06-26 15:35:55.275681,129.78,-78.53,-0.89,-4115,-66,-836
2019-06-26 15:35:55.296686,129.78,-78.53,-0.89,-4118,-68,-839
2019-06-26 15:35:55.313691,129.79,-78.53,-0.89,-4112,-71,-832
2019-06-26 15:35:55.333696,129.77,-78.54,-0.89,-4125,-66,-813
2019-06-26 15:35:55.354700,129.77,-78.54,-0.89,-4121,-76,-824
2019-06-26 15:35:55.374704,129.77,-78.54,-0.89,-4113,-75,-836
2019-06-26 15:35:55.394708,129.77,-78.54,-0.89,-4121,-70,-835
2019-06-26 15:35:55.414714,129.77,-78.54,-0.89,-4118,-72,-821
2019-06-26 15:35:55.435718,129.76,-78.54,-0.90,-4127,-65,-838
2019-06-26 15:35:55.455722,129.76,-78.54,-0.90,-4119,-63,-836
2019-06-26 15:35:55.472728,129.77,-78.54,-0.89,-4123,-65,-837
2019-06-26 15:35:55.493731,129.77,-78.54,-0.89,-4129,-60,-827
2019-06-26 15:35:55.513735,129.77,-78.54,-0.89,-4127,-59,-827
2019-06-26 15:35:55.534742,129.77,-78.54,-0.89,-4126,-66,-832
2019-06-26 15:35:55.554745,129.76,-78.54,-0.90,-4128,-69,-830
2019-06-26 15:35:55.575750,129.76,-78.54,-0.90,-4128,-66,-831
2019-06-26 15:35:55.595754,129.76,-78.54,-0.90,-4132,-68,-833
2019-06-26 15:35:55.615758,129.76,-78.53,-0.90,-4122,-69,-841
2019-06-26 15:35:55.636762,129.76,-78.53,-0.90,-4112,-72,-840
2019-06-26 15:35:55.653766,129.76,-78.54,-0.90,-4123,-63,-837
2019-06-26 15:35:55.673771,129.76,-78.54,-0.90,-4118,-72,-829
2019-06-26 15:35:55.694776,129.76,-78.54,-0.90,-4122,-68,-836
2019-06-26 15:35:55.714781,129.76,-78.54,-0.90,-4125,-69,-819
2019-06-26 15:35:55.734786,129.77,-78.53,-0.89,-4127,-58,-824
2019-06-26 15:35:55.754790,129.75,-78.54,-0.89,-4123,-68,-833
2019-06-26 15:35:55.775794,129.78,-78.53,-0.90,-4127,-73,-848
2019-06-26 15:35:55.795799,129.78,-78.53,-0.90,-4131,-67,-864
2019-06-26 15:35:55.816803,129.78,-78.53,-0.90,-4130,-76,-858
2019-06-26 15:35:55.833811,129.78,-78.53,-0.90,-4128,-66,-838
2019-06-26 15:35:55.854813,129.78,-78.53,-0.90,-4120,-65,-836
2019-06-26 15:35:55.874817,129.77,-78.53,-0.89,-4119,-58,-855
2019-06-26 15:35:55.894821,129.79,-78.52,-0.89,-4113,-65,-862
2019-06-26 15:35:55.914826,129.79,-78.52,-0.89,-4123,-59,-853
2019-06-26 15:35:55.935830,129.80,-78.52,-0.89,-4117,-63,-852
2019-06-26 15:35:55.955835,129.80,-78.52,-0.89,-4108,-52,-837
2019-06-26 15:35:55.976840,129.80,-78.52,-0.89,-4119,-53,-826
2019-06-26 15:35:55.993844,129.78,-78.53,-0.89,-4130,-57,-820
2019-06-26 15:35:56.013848,129.78,-78.53,-0.89,-4125,-65,-820
2019-06-26 15:35:56.033853,129.78,-78.53,-0.89,-4130,-65,-821
2019-06-26 15:35:56.054857,129.78,-78.53,-0.89,-4135,-70,-818
2019-06-26 15:35:56.074862,129.76,-78.53,-0.88,-4124,-66,-832
2019-06-26 15:35:56.094867,129.76,-78.53,-0.88,-4132,-59,-825
2019-06-26 15:35:56.115871,129.73,-78.54,-0.89,-4134,-72,-825
2019-06-26 15:35:56.135876,129.75,-78.53,-0.89,-4122,-65,-824
2019-06-26 15:35:56.156881,129.73,-78.54,-0.89,-4126,-68,-827
2019-06-26 15:35:56.173884,129.74,-78.54,-0.90,-4129,-78,-828
2019-06-26 15:35:56.193889,129.74,-78.54,-0.90,-4126,-71,-835
2019-06-26 15:35:56.214894,129.74,-78.54,-0.90,-4132,-74,-826
2019-06-26 15:35:56.234898,129.74,-78.54,-0.90,-4135,-74,-821
2019-06-26 15:35:56.254902,129.74,-78.54,-0.90,-4141,-66,-834
2019-06-26 15:35:56.275907,129.74,-78.54,-0.90,-4130,-68,-839
2019-06-26 15:35:56.295912,129.74,-78.54,-0.90,-4136,-69,-838
2019-06-26 15:35:56.315916,129.75,-78.54,-0.90,-4132,-66,-832
2019-06-26 15:35:56.335921,129.75,-78.54,-0.90,-4134,-67,-834
2019-06-26 15:35:56.353925,129.75,-78.54,-0.90,-4135,-64,-837
2019-06-26 15:35:56.373929,129.75,-78.54,-0.90,-4127,-64,-843
2019-06-26 15:35:56.394933,129.74,-78.54,-0.90,-4127,-68,-831
2019-06-26 15:35:56.414939,129.74,-78.54,-0.90,-4135,-72,-835
2019-06-26 15:35:56.434943,129.74,-78.54,-0.90,-4138,-61,-837
2019-06-26 15:35:56.455948,129.74,-78.54,-0.90,-4129,-62,-838
2019-06-26 15:35:56.475952,129.74,-78.54,-0.90,-4126,-66,-844
2019-06-26 15:35:56.496957,129.74,-78.54,-0.90,-4117,-64,-849
2019-06-26 15:35:56.513962,129.74,-78.54,-0.90,-4129,-58,-837
2019-06-26 15:35:56.533967,129.74,-78.54,-0.90,-4142,-69,-824
2019-06-26 15:35:56.554970,129.74,-78.54,-0.90,-4136,-65,-825
2019-06-26 15:35:56.574975,129.74,-78.54,-0.90,-4140,-68,-850
2019-06-26 15:35:56.594979,129.74,-78.54,-0.90,-4134,-71,-841
2019-06-26 15:35:56.615984,129.74,-78.54,-0.90,-4145,-77,-825
2019-06-26 15:35:56.635988,129.75,-78.54,-0.90,-4143,-70,-830
2019-06-26 15:35:56.655992,129.74,-78.54,-0.90,-4134,-62,-832
2019-06-26 15:35:56.675997,129.74,-78.54,-0.90,-4131,-58,-824
2019-06-26 15:35:56.694003,129.74,-78.54,-0.90,-4125,-61,-833
2019-06-26 15:35:56.714006,129.75,-78.54,-0.89,-4131,-62,-841
2019-06-26 15:35:56.734035,129.75,-78.54,-0.89,-4134,-63,-838
2019-06-26 15:35:56.755058,129.75,-78.54,-0.89,-4139,-67,-828
2019-06-26 15:35:56.775063,129.75,-78.54,-0.89,-4142,-65,-818
2019-06-26 15:35:56.796051,129.74,-78.54,-0.90,-4140,-68,-821
2019-06-26 15:35:56.816054,129.73,-78.54,-0.89,-4126,-63,-844
2019-06-26 15:35:56.837058,129.73,-78.54,-0.89,-4133,-62,-847
